name,Unnamed: 0,survey,survey_location,id,limit,year,speed,latitude,longitude
PRINCES FREEWAYONRAMP,209815.5,19419.0,1.0,31648.0,100.0,2013.0,93.257291794,-38.21645737,144.28685
PRINCES FWY,124322.854839,13769.3870968,3491.03225806,12052.1182796,99.1397849462,2012.30107527,99.5198540154,-38.1261029603,145.841930941
PRINCES FWYBTW CARDINIA & MCGREGOR ROAD,165785.5,17553.0,2.0,30053.0,100.0,2012.0,102.423958142,-38.084914,145.4491959
PRINCES FWYBTW MCGREGOR ROAD& CARDINIA,165737.5,17553.0,1.0,30052.0,100.0,2012.0,101.013541698,-38.08465583,145.4491945
PRINCES FWYOFFRAMP,116954.928571,11309.5714286,904.142857143,8322.0,94.2857142857,2010.57142857,87.8900740943,-37.9893725,145.174287871
PRINCES FWYONRAMP,9351.5,985.0,3442.66666667,334.666666667,100.0,2008.66666667,97.1069783126,-37.85444422,144.770807533
PRINCES HIGHWAY,114806.431789,14660.5347368,2834.40421053,10092.2303158,88.5389473684,2012.34357895,87.1714028405,-36.1964471082,143.734535585
PRINCES HIGHWAY EAST,58327.5,11463.5,3795.5,12199.0,100.0,2012.0,99.2152850238,-37.5581474,149.208322
PRINCES HIGHWAY WEST,92282.5,13402.5,2419.0,5922.0,85.0,2012.5,83.1761717789,-15.4562175987,119.843189211
PRINCES HIGHWAYSTATION STREET& CARDINIA ROAD,197623.5,19063.0,1.0,30089.0,80.0,2012.0,77.0958333017,-38.06351549,145.4216324
PRINCES STREET,89311.5,13342.0,5376.5,12199.0,80.0,2013.0,82.2838541667,-38.20336978,146.5173734
PRINCES WAY,156469.5,16742.5,4080.5,10386.0,65.0,2013.0,59.3799478611,-38.14296844,145.8810839
PRINCESS WAY,143359.5,15052.0,9665.5,10386.0,60.0,2013.0,65.2807292144,-38.13075389,145.8508555
PUNT R,9119.5,1146.0,86.0,289.0,60.0,2008.0,56.9017503263,-37.84198297,144.9857845
PUNT ROAD,9071.5,1146.0,85.0,10511.0,60.0,2008.0,55.2342410879,-37.84198297,144.9857845
PYKE STREET,178847.5,18570.0,1.5,9062.0,60.0,2012.0,60.4093750718,-36.76934339,144.2820763
PYRENEES HIGHWAY,57408.079288,11860.987055,1667.16828479,12899.2135922,96.8932038835,2012.0,94.3152460672,-37.1120421417,143.726256333
PYRENEES ROAD,52269.5,10941.0,2584.0,31031.0,100.0,2012.0,97.7234358731,-37.10352051,144.3289923
QUEEN STREET,163736.166667,17355.0,3160.83333333,10386.0,73.3333333333,2012.33333333,54.8195312223,-38.1658677667,145.9422365
QUEENS AVENUE,188311.5,18764.0,1.5,14880.0,60.0,2011.0,40.9200523295,-37.8785135,145.0445698
QUEENS PARADE,181431.5,18621.0,1.5,8937.5,60.0,2011.0,52.0325259667,-37.47239876,144.5956497
QUEENS ROAD,185126.5,18668.0,1.51063829787,31271.5106383,80.0,2011.0,69.9306379481,-37.80694633,145.4347794
QUEENSCLIFF ROAD,87093.1666667,13052.1666667,4435.25,7335.25,90.0,2013.0,84.7591144308,-38.2193225267,144.516394867
RACECOURSE ROAD,162761.5,16916.5,4554.5,8387.0,60.0,2009.0,51.1562500297,-37.932639955,145.210341
RAGLAN ROAD,17477.5,10142.0,1110.5,10464.0,80.0,2013.0,72.2869564972,-38.10236495,147.1000298
RAGLAN STREET,60637.5,12076.0,4425.0,11749.5,60.0,2012.0,63.7059504685,-37.72122544,145.62393485
RAILWAY AVENUE,184743.5,18664.0,1.5,31769.5,60.0,2011.0,58.0384637312,-37.86547397,144.7675101
RAINBOW-BEULAH-BIRCHIP ROAD,204775.5,19221.0,1.5,9000.0,80.0,2013.0,92.833680099,-35.91031122,142.000912
RANCEBY ROAD,39535.5,10673.0,2065.5,10525.0,100.0,2012.0,97.4559624561,-38.36017762,145.8095257
RANFURLY WAY,71269.5,12416.0,5958.5,9312.5,100.0,2013.0,88.9802083171,-34.17005083,142.1313937
RESERVOIR ROAD,27219.5,10331.0,1514.5,9219.0,60.0,2011.0,60.7180728121,-36.77375013,144.310377
REYNARD STREET,116925.5,14503.0,8634.5,14923.5,50.0,2011.0,43.065104147,-37.74851289,144.9639242
REYNOLDS PARADE,115197.5,14475.0,8578.5,14925.5,50.0,2011.0,53.4138541611,-37.73977869,144.9401265
REYNOLDS ROAD,116157.5,14494.0,8616.5,9669.5,80.0,2011.0,66.849244793,-37.76483861,145.1774188
RHYLL-NEWHAVEN ROAD,89121.5,13337.0,5350.5,14930.0,80.0,2013.0,78.0179347162,-38.50032219,145.2817479
RIDDELL ROAD,130205.5,14822.0,9216.5,9391.0,80.0,2012.5,79.9856771229,-37.50842311,144.68338725
RIDGWAY STREET,107505.5,14242.0,8125.5,5573.0,50.0,2013.0,54.6729165711,-38.40095913,146.1577586
RILEY STREET,139917.5,15007.0,9575.5,8417.0,55.0,2012.0,51.6619792383,-36.358827035,146.3182784
RIVER ROAD,46356.5,11332.0,3645.0,10819.5,100.0,2012.5,90.6729944939,-36.520505375,145.30935225
ROBERTSON STREET,164886.5,16926.0,4749.5,9116.5,60.0,2011.0,44.08565107,-37.48544353,144.5879963
ROBINSONS ROAD,143070.5,16386.0,4262.0,23031.5,75.0,2010.5,71.8330989279,-37.980089215,144.9574715
ROBINVALE HIGHWAY,164723.5,17444.0,1.5,12805.0,100.0,2012.0,101.76168938,-34.65915323,142.833778
ROBINVALE ROAD,164819.5,17445.0,1.5,12805.0,80.0,2012.0,83.7317710719,-34.60179272,142.7809553
ROBINVALE-SEA LAKE ROAD,30461.5,10469.0,1644.5,9070.5,100.0,2012.0,98.6562494596,-34.71114058,142.7941445
ROCHFORD ROAD,131556.5,14881.0,9329.48888889,8866.28888889,70.0,2012.0,95.7356932717,-37.3172807,144.6262876
ROHS ROAD,53975.5,10992.0,2692.5,9219.0,60.0,2011.0,57.7920834024,-36.72649578,144.31181
ROKEWOOD-SHELFORD ROAD,66090.5,12216.0,5556.5106383,8574.08510638,100.0,2013.0,102.255052364,-37.99119882,143.9449018
ROKEWOOD-SKIP,30919.5,10478.0,1662.5,9086.5,100.0,2012.0,100.301561473,-37.81047212,143.5938367
ROSEBROOK ROAD,202193.5,19129.0,1.5,5922.0,60.0,2012.0,61.5057291984,-38.37818262,142.229809
ROSEDALE-HEYFIELD ROAD,73744.5,12508.0,6142.5106383,10109.5744681,100.0,2013.0,99.238829105,-38.12298523,146.7810306
ROSEDALE-LONGFORD ROAD,74310.5,12554.0,6234.51162791,10459.0697674,100.0,2013.0,101.922383109,-38.15487222,146.8314427
ROSS STREET,160543.5,17384.5,1.5,9725.0,80.0,2011.0,76.0863931579,-36.43944772,145.22273745
ROSSBRIDGE-STREATHAM ROAD,78705.5,12724.0,6570.47619048,9018.28571429,100.0,2012.0,99.5044636056,-37.67673403,143.0507527
ROSSITER ROAD,126149.5,14702.0,8981.5,10852.0,70.0,2012.0,92.5627081797,-38.20678323,145.4755419
ROUGHEAD STREET,95829.5,13558.0,5947.0,5573.0,60.0,2012.5,58.6242188018,-38.4728912775,145.94869715
RUNNING CREEK ROAD,19159.5,10174.0,1183.47727273,9769.79545455,100.0,2012.0,91.4971584835,-36.55093812,147.0329441
RUSHWORTH-TATURA ROAD,73556.5,12491.0,6108.48888889,9619.73333333,100.0,2013.0,95.2294442484,-36.46675342,145.1640935
RUSSELL STREET,205619.5,19283.0,1.5,9060.5,60.0,2012.0,50.6187499761,-36.76946873,144.277771
RUTHERGLEN-SPRINGHURST ROAD,47510.5,10826.0,2377.4893617,9103.42553191,100.0,2013.0,101.118084033,-36.17817275,146.4609912
RUTHERGLEN-WAHGUNYAH ROAD,90808.5,13362.5,7143.0,9832.0,100.0,2012.0,100.683917856,-36.031623275,146.41844425
RYE OCEAN BEACH ROAD,198511.5,19077.0,1.5,14046.5,80.0,2013.0,81.5981769166,-38.39244405,144.8166354
RYRIE STREET,95965.5,13631.0,6952.5,8323.0,60.0,2004.0,51.412500024,-38.14981835,144.3615476
SALE ROAD,135932.5,16080.5,3195.0,10225.0,80.0,2012.5,85.9986977183,-38.0607987025,147.040560775
SALE-HEYFIELD ROAD,129201.5,14810.0,9188.5,11701.5,100.0,2013.0,99.6736404142,-38.04248282,146.9387966
SALE-SEASPRAY ROAD,13169.8263158,10078.0631579,964.631578947,8091.61052632,100.0,2013.0,98.3807890622,-38.277848882,147.133619645
SAND ROAD,187459.5,18731.0,1.5,10571.5,70.0,2012.5,60.2528646986,-38.1043678,145.77093115
SANDHURST ROAD,26739.5,10326.0,1504.5,9191.5,60.0,2012.0,61.1536457538,-36.72718601,144.2608563
SAUNDERS ROAD,19824.5,10184.0,1218.4893617,31220.4893617,100.0,2013.0,93.6997338149,-37.47406095,144.6396703
SAYERS ROAD,123193.5,14599.0,8795.5,8765.0,60.0,2011.0,70.1514063677,-37.8516684,144.7188044
SCENIC ROAD,56609.5,11289.0,3382.5,11606.5,60.0,2013.0,60.9260416824,-38.15445328,144.3109448
SCORESBY ROAD,198127.5,19069.0,1.5,9840.0,60.0,2012.0,60.5161459445,-37.847693955,145.2695176
SEA LAKE ROBINVALE ROAD,30639.673913,10470.9565217,1648.41304348,9578.93478261,100.0,2012.0,97.6024584346,-34.8081942639,142.818963243
SEA LAKE-ROBINVALE ROAD,72070.5,12441.0,6008.48888889,9694.22222222,100.0,2012.0,96.6336108732,-35.47248932,142.8497807
SEA LAKE-SWAN HILL ROAD,30276.5,10467.0,1637.51162791,9714.13953488,100.0,2013.0,97.5680226158,-35.3529574,143.5030954
SEA LAKE-ULTIMA-SWAN HILL ROAD,205715.5,19284.0,1.5,9595.0,60.0,2012.0,58.3968749442,-35.33988756,143.5409995
SEABY STREET,128819.5,14789.0,9147.5,9268.0,80.0,2011.0,53.4923440217,-37.05838776,142.772229
SERVICE STREET,138297.5,14990.0,9541.5,9617.0,60.0,2011.0,87.0673433932,-37.29953722,143.7832541
SETTLEMENT ROAD,178271.5,18560.0,1.5,5922.0,60.0,2012.0,63.9130207698,-38.181974925,144.3471479
SEYMOUR-,20759.5,10195.0,1240.5,9748.5,100.0,2013.0,91.1432291667,-37.02614916,145.0647853
SHAKESPEARE STREET,124162.5,14551.0,8734.5,5548.0,70.0,2013.0,56.9507813454,-38.20212373,146.538699475
SHANNON AVENUE,96541.5,13644.0,6978.5,10291.0,60.0,2004.0,54.0822916827,-38.13615987,144.3372512
SHELFORD-BANNOCKBURN ROAD,150469.5,16713.0,1.5,8671.0,100.0,2013.0,102.156249522,-38.03469641,144.09603
SHIELS TERRACE,151037.5,16915.0,9871.5,13390.0,80.0,2011.0,47.6998176972,-37.58465108,141.4114861
SHORT STREET,142501.5,15037.0,9635.5,10049.0,60.0,2013.0,62.8239581981,-37.20554492,145.0582464
SILVERMINES ROAD,146931.5,15152.0,9861.5,13477.0,60.0,2012.0,54.2076704067,-36.609744945,143.25342645
SIMS STREET,180375.5,18608.0,1.5,31153.5,60.0,2011.0,58.6081771056,-37.80241913,144.90990605
SIMSON STREET,147119.5,15154.0,9865.5,7369.0,60.0,2012.0,60.6467187005,-37.05062032,143.8127942
SKENES CREEK ROAD,43156.994382,10851.0786517,2418.23595506,8371.47191011,100.0,2012.0,69.0320226156,-38.6907730078,143.711683357
SKIP,151297.642857,16985.3015873,670.312169312,11989.6984127,69.5238095238,2012.0,69.3298940804,-37.5501488071,143.734607383
SKYE ROAD,196111.5,18990.0,1.5,31496.5,60.0,2012.0,51.9365625779,-38.13698356,145.1568823
SLADEN ST/CRANBOURNE-FRANKS,105897.5,14099.5,7915.0,15928.5,60.0,2012.0,73.6671874524,-38.11121434,145.2676773
SMITH STREET,127875.5,14770.0,9109.5,15021.0,60.0,2006.0,32.2364583612,-37.80266492,144.9836321
SNEYDES ROAD,49413.5,10867.0,2442.5,15023.5,85.0,2011.0,69.4461980667,-37.89756582,144.7300001
SNOWY RIVER ROAD,63885.5,12118.0,5360.54166667,8536.125,100.0,2012.0,62.8427083494,-37.09406762,148.2543663
SOMER,63202.5,7846.0,4405.5,11840.0,80.0,2010.5,74.0209006667,-37.640166945,144.9240536
SOMERVILLE ROAD,96950.5,13668.0,6393.0,15029.5,60.0,2013.0,53.3677083055,-37.81321132,144.8868896
SOUTH GIPPSLAND FREEWAY,69622.1666667,9277.66666667,6707.16666667,7317.66666667,80.0,2011.66666667,95.9497042746,-38.0121600083,145.249951
SOUTH GIPPSLAND FREEWAYOFFRAMP,169229.5,18099.0,1.0,581.0,60.0,2012.0,86.732396126,-38.02388374,145.2477941
SOUTH GIPPSLAND FREEWAYONRAMP,137827.5,16139.0,4010.5,5704.0,100.0,2012.0,67.8864060239,-38.031025965,145.2459288
SOUTH GIPPSLAND HIGHWAY,81793.8478261,12899.9565217,3903.2826087,7904.45652174,94.1304347826,2012.0,91.9977518196,-38.3392329789,146.017812193
SOUTH ROAD,142476.5,16189.0,3537.0,11378.0,70.0,2008.0,68.3326433102,-37.93364512,145.03925675
SOUTHERN CROSS ROAD,67115.5,12255.0,5634.5,8857.5,100.0,2013.0,96.3203122603,-38.32558635,142.3997834
SOUTHERN LINK,171950.214286,17004.8571429,1052.53571429,11266.5,80.0,2012.85714286,66.0025297603,-37.8290531546,144.9899989
SPECIMEN HILL ROAD,24543.5,10274.0,1398.5,11290.0,60.0,2011.0,58.3229689606,-36.76079209,144.2453272
SPENCER ROAD,67209.5,12256.0,5636.52173913,8641.91304348,100.0,2013.0,100.646466541,-38.28210807,142.2808416
SPENCER STREET,10487.5,1294.0,556.5,8627.5,60.0,2011.0,53.9345312916,-37.81053,144.94787
SPRING STREET,114525.5,14466.0,8560.5,11603.5,60.0,2011.0,45.6373437247,-37.71725227,145.0062136
SPRINGFIELD ROAD,107501.5,14091.0,7841.5,15047.0,60.0,2008.0,52.6424218417,-37.81117696,145.15902115
SPRINGVALE BYPASS,111355.5,14417.0,8462.5,8596.0,100.0,2013.0,86.2593750159,-37.974009835,145.13844435
SPRINGVALE ROAD,115366.928571,12088.2857143,3720.64285714,6610.21428571,75.7142857143,2009.14285714,68.8146927357,-37.8969994007,145.161736
ST ARNAUD-WYCHEPROOF ROAD,40280.4518072,10653.0722892,2084.53012048,13660.3614458,100.0,2012.0,100.023191679,-36.3484758243,143.227756077
ST GEORGES ROAD,147262.5,16536.0,4291.0,5524.0,65.0,2011.5,59.3917839129,7.9309584625,99.302771945
ST HELENA ROAD,116253.5,14496.0,8620.5,15054.5,60.0,2011.0,67.7843232746,-37.68965001,145.1320925
ST KILDA STREET,11825.5,10056.0,1038.5,11336.0,60.0,2011.0,56.0130207931,-37.89662439,144.9897559
STANLEY ROAD,46958.5,10820.0,2365.51219512,10119.3414634,80.0,2013.0,88.9259142988,-36.37273242,146.7139315
STATION LAKE ROAD,81201.5,12823.0,2896.5,15074.5,60.0,2012.0,62.0005208255,-38.02333166,144.4013895
STATION ROAD,184058.5,18233.8333333,1587.5,16916.5,66.6666666667,2011.0,61.3082378042,-37.4753715267,144.593001167
STATION STREET,169358.7,17657.6,1920.3,15375.5,60.0,2011.8,58.6704323055,-37.530898578,145.14002332
STAWELL ROAD,124161.5,14540.75,8721.5,13649.0,65.0,2012.5,61.2031249602,-36.72679224,142.205126125
STAWELL-POMONAL ROAD,55626.5,11031.0,2764.48780488,8058.63414634,100.0,2012.0,93.9862796501,-37.16933672,142.6297145
STAWELL-WARRACKNABEAL ROAD,92015.0108225,13615.0822511,4790.76623377,9349.49350649,100.0,2012.0,100.136795289,-36.6694881122,142.605810716
STEIGLITZ ROAD,64030.5,12128.0,5380.4893617,8243.42553191,100.0,2012.0,90.3835105486,-38.06400131,144.2875271
STEPHENSONS ROAD,9287.5,1149.0,91.5,11049.0,60.0,2010.0,59.5281918245,-37.87332246,145.1294633
STRATFORD-BENGWORDEN ROAD,17389.5,10141.0,1108.52380952,10216.7142857,100.0,2012.0,94.6626776037,-37.97815412,147.1642119
STRATFORD-MAFFRA ROAD,17299.5,10140.0,1104.5,10233.0,100.0,2013.0,101.384895044,-37.97947323,147.0332792
STRATH CREEK ROAD,136268.5,15834.5,3190.0,10049.0,80.0,2012.0,82.3080598407,-37.206286355,145.0718717
STRAWS LANE,20195.5,10188.0,1226.47222222,8414.91666667,100.0,2012.0,72.6642363865,-37.33870806,144.6034203
STRAY STREET,24169.5,10269.0,1388.5,11290.0,60.0,2011.0,58.3077081045,-36.75891329,144.2458072
STUD ROAD,182631.5,18638.0,1.5,5421.5,80.0,2011.0,69.3754684726,-37.920628435,145.2344354
STUDLEY PARK ROAD,97309.5,13661.0,7012.5,11413.5,60.0,2005.0,63.640625,-37.80523375,145.0150977
STUMPY GULLY ROAD,119225.5,14541.0,8709.5,15086.5,60.0,2011.0,62.9345737369,-38.25278362,145.1279472
STURT HIGHWAY,60845.5,11974.0,4221.5,6977.0,80.0,2011.5,76.4435401343,-34.20842378,142.0826702
STURT STREET,126577.5,14707.0,8995.5,8736.0,70.0,2013.0,65.9177083969,-37.5563901025,143.823670175
SUNRAYSIA HIGHWAY,63432.6722746,12120.0605653,3048.47779273,7213.12516824,94.8317631225,2012.18707941,96.6812624516,-36.275675293,142.975980485
SUNSHINE AVENUE,98221.5,13688.0,7066.5,10107.0,80.0,2005.0,75.3359375,-37.71458114,144.8035619
SURF COAST HIGHWAY,104950.5,14220.5,2168.0,5593.0,85.0,2012.5,79.6476559827,-38.29637361,144.323321425
SUT,63027.5,12072.0,5268.5,7369.0,100.0,2012.0,50.8644791836,-37.04868869,143.7486629
SWAN REACH ROAD,77192.5,12685.4883721,6495.48837209,11707.4418605,100.0,2012.0,85.0840114327,-37.7695649398,147.825961926
SWAN STREET,127971.5,14771.0,9111.5,9367.0,60.0,2006.0,38.252083381,-37.82543159,144.9956585
SWANSEA ROAD,180951.5,18615.0,1.5,10901.5,80.0,2011.0,78.4795313676,-37.807887505,145.34776305
SYBELLA AVENUE,126245.5,14703.0,8983.5,11474.0,70.0,2012.0,66.9130210082,-38.20917888,145.4937173
SYDENHAM ROAD,118602.021739,14528.8695652,8671.40217391,31240.4456522,60.0,2011.0,61.4256792384,-37.70831086,144.779482365
SYDNEY ROAD,96812.3,10198.4,3872.6,13167.4,72.0,2009.8,67.6383988541,-0.617644388,109.13965039
SYDNEY ROADONRAMP,184335.5,18660.0,1.0,11776.0,60.0,2011.0,57.4923438229,-37.59801622,144.942046
SYDNEY STREET,123855.5,14610.0,8813.5,6613.0,80.0,2011.0,98.4014566297,-37.28895592,144.9498252
TAGGERTY-THORN,75756.5,12626.0,6376.48888889,9928.73333333,100.0,2013.0,95.8149992179,-37.30896796,145.7366267
TALBOT ROAD,138201.5,14989.0,9539.5,9617.0,60.0,2012.0,60.2786458734,-37.29354054,143.7806681
TALGARNO ROAD,75591.5,12619.0,6362.5,10007.5,100.0,2012.0,92.2584374412,-36.08847733,147.0679023
TANJILROAD,135147.5,14939.0,9445.5,11675.5,80.0,2013.0,88.0515623889,-38.16531284,146.4091426
TARCOMBE STREET,141445.5,15025.0,9611.5,11916.0,60.0,2011.0,58.3339326774,-36.75039441,145.5775033
TARNEIT ROAD,180851.5,18316.0,1.5,15122.5,60.0,2012.0,65.6307552356,-37.86065996,144.6670318
TARRA VALLEY ROAD,39173.1428571,10666.1785714,2051.85714286,8136.51190476,100.0,2012.53571429,84.8329757959,-38.5345190032,146.653557018
TARWIN LOWER ROAD,72564.4294118,12422.6352941,5044.63529412,30927.4941176,79.2941176471,2012.51764706,91.7327929968,-38.6377873135,145.928237254
TATURA-UNDERA ROAD,88594.5,13758.5,543.5,9720.0,100.0,2012.0,100.026770017,-36.35046011,145.22297585
TAVERNER STREET,204660.5,19218.5189873,1.49367088608,8984.58227848,60.0,2013.0,52.1841772055,-35.895180929,141.99717771
TAYLORS LANE,122145.5,14588.0,8747.5,15126.5,60.0,2011.0,55.4880469049,-37.91922672,145.2455834
TAYLORS ROAD,149394.5,16566.5,4343.0,21321.0,85.0,2011.0,78.8307159683,-37.7236145175,144.7533683
TERANG-MORTLAKE ROAD,32369.5,10495.0,1698.5,8772.0,100.0,2013.0,97.578905661,-38.09517272,142.8233996
THE AVENUE OF HONOUR,108943.5,14305.0,8243.5,31330.5,80.0,2013.0,63.0005208651,-37.68591282,144.4638835
THE BOULEVARD,150757.5,16813.0,1.5,11583.5,50.0,2012.0,53.7848958573,-38.09859542,144.3531339
THE ESPLANADE,156120.415789,16739.0,4021.72631579,10733.2631579,50.0,2012.50526316,49.6019210064,-38.0304545725,146.200245839
THE PARADE,130157.5,14842.0,9252.5,8364.5,80.0,2013.0,55.3341144921,-38.26698586,144.5281749
THOMPSON AVENUE,167579.5,17724.0,1.5,8274.0,80.0,2013.0,58.1015625002,-38.455850605,145.2389908
THOMPSON ROAD,153857.5,17264.0,1.5,8720.0,85.0,2013.0,88.8396738299,-38.16985125,146.3096649
THOMPSONS ROAD,175969.5,18528.0,1.5,9019.5,70.0,2011.0,77.6292967797,-38.083452895,145.28641525
THOMSON VALLEY ROAD,63648.5,12107.0,5338.51515152,7864.33333333,100.0,2011.0,88.5249237285,-37.87943302,146.379712
THORPDALE ROAD,13719.5,10086.0,980.5,5573.0,100.0,2012.0,88.0520834135,-38.39380967,146.1656146
TILBURN ROAD,118797.5,14529.0,8686.5,15152.5,70.0,2011.0,73.7156773807,-37.781224,144.7876656
TIMBARRA ROAD,63766.5,12114.0,5352.43243243,7337.67567568,100.0,2011.0,74.2134124911,-37.52445207,148.1508285
TIMBOON-COLAC ROAD,29757.5,10460.0,1620.5,8475.5,100.0,2012.0,101.896353204,-38.44734761,143.132397
TIMBOON-NULLAWARRE ROAD,90077.5,13653.5,805.0,8482.5,100.0,2012.5,98.2717439499,-38.47436224,142.85578395
TIMBOON-PORT CAMPBELL ROAD,29478.5,10457.0,1614.51219512,8355.14634146,100.0,2012.0,95.3417674252,-38.54082016,143.014387
TIMBOON-SCOTTS CREEK ROAD,29567.5,10458.0,1616.5,8477.0,100.0,2012.0,94.0736976861,-38.45700866,143.0180576
TRAFALGAR-THORPDALE ROAD,51131.5,10892.0,2499.5,11704.5,100.0,2013.0,85.8833333653,-38.22276151,146.1643893
TRAMWAY ROAD,102689.5,14074.6666667,2172.83333333,18037.8333333,93.3333333333,2013.0,81.6267358983,-38.24496003,146.437577667
TRARALGON CREEK ROAD,48180.5,10835.0,2394.5106383,10362.0851064,100.0,2013.0,92.4207443872,-38.25330329,146.5497221
TRARALGON-BALOOK ROAD,51688.5,10902.0,2519.53658537,7778.90243902,100.0,2013.0,75.4545731428,-38.30577346,146.5493175
TRARALGON-MAFFRA ROAD,99586.7725275,13900.967033,2972.36483516,10458.0527473,91.6043956044,2012.57802198,93.5503509426,-38.0588426722,146.681107227
TRARALGONROAD,48371.5,10837.0,2398.5,10179.0,100.0,2012.0,83.9406250321,-38.1898484,146.5011619
TRENTHAM ROAD,84264.0915493,12955.1690141,1667.30985915,9059.4084507,96.7605633803,2012.0,87.6248585856,-37.3421033432,144.383646599
TROUPS ROAD,113325.5,14445.0,8518.5,31143.5,60.0,2011.0,81.4834895126,-37.79411627,144.6605607
TUCKFIELD STREET,130061.5,14841.0,9250.5,11425.0,80.0,2013.0,60.7315102816,-38.26112595,144.5348516
TULLAMARINE FREEWAY,3347.5,9.0,2554.92307692,16515.3076923,100.0,2011.23076923,85.0672411062,-37.7104432062,144.892463646
TULLAMARINE FREEWAY  ONRAMP,4931.5,9.0,3126.0,12966.0,100.0,2006.0,56.5078086067,-37.70344238,144.8887153
TULLAMARINE FREEWAY INDIRECT ONRAMP,206267.5,19294.0,1.0,30698.0,80.0,2013.0,82.2718751431,-37.73565223,144.9011032
TULLAMARINE FREEWAYINBOUND ONRAMP,419.5,9.0,282.0,9510.0,100.0,2008.0,91.6348961183,-37.67219925,144.855423
TULLAMARINE FREEWAYNBD,491.5,9.0,285.0,30748.0,100.0,2008.0,97.5156265888,-37.67659378,144.8620453
TULLAMARINE FREEWAYOFFRAMP,63245.0,7486.5,2058.25,9792.0,95.0,2008.875,83.2904947005,-37.7000993088,144.879396237
TULLAMARINE FREEWAYONRAMP,14102.3571429,3045.57142857,2798.57142857,9368.14285714,100.0,2007.28571429,78.2013393356,-37.6945330757,144.875478329
TULLAMARINE FREEWAYOUTBOUND OFFRAMP,443.5,9.0,283.0,18681.0,100.0,2007.0,79.1202252708,-37.67659378,144.8620453
TULLAMARINE FREEWAYW  BD,1643.5,9.0,1436.0,31660.0,100.0,2012.0,86.828125,-37.73553319,144.9046049
TUNGAMAH MAIN ROAD,120490.071429,15200.952381,2853.77380952,9913.36904762,100.0,2012.54761905,95.4800595095,-36.1577739712,145.836812283
TYABB ROAD,100033.5,13848.5,7394.5,12982.5,90.0,2012.5,92.8618611711,-38.243103225,145.1543136
TYERS ROAD,91690.1666667,13415.6666667,1489.16666667,10162.6666667,93.3333333333,2012.66666667,86.4754340121,-38.16322655,146.4773978
TYERS STREET,125861.5,14652.5,8906.5,12008.75,60.0,2012.0,57.284752528,-37.96243935,147.081544775
TYLDEN-WOODEND ROAD,83015.5,12896.0,3506.5,9353.0,100.0,2012.0,95.9479935547,-37.34607344,144.501009
UNION ROAD,113997.5,14455.0,8538.5,15194.5,60.0,2011.0,49.6381250223,-37.82320578,145.0977724
UNION STREET,181047.5,18616.0,1.5,15196.5,40.0,2011.0,40.3965103827,-37.853365,144.982796
UPPER GOULBURN ROAD,20854.5,10196.0,1242.4893617,9935.59574468,100.0,2013.0,88.149202022,-37.08192117,145.1774019
VENTNOR ROAD,49381.8898305,11827.6214689,1942.06214689,8131.09039548,93.5593220339,2012.57062147,69.4184604309,-38.4947185115,145.15807111
VIC,120798.3,14624.8,5527.1,14369.4,68.0,2011.6,61.4580101965,-37.319103852,144.404729
VICKERS LANE,177888.5,18555.0,1.51063829787,9848.40425532,60.0,2012.0,48.3468084335,-36.7939442549,145.1505536
VINEYARD ROAD,161063.5,17222.0,1803.75,8568.5,75.0,2013.0,77.6640625,-37.608301945,144.709560875
WAHRING-MURCHISONROAD BTW GOULBURN VALLEY FREEWAY& MURCHISON VIOLET,94813.5,13614.0,6918.5,9819.0,110.0,2012.0,107.133853831,-36.6497909,145.2401622
WALHALLA ROAD,84063.7790698,12922.7674419,3601.02325581,9133.20930233,100.0,2012.44186047,76.6027178654,-38.0649918735,146.323634658
WALHALLA-TYERS ROAD,107727.601124,14606.2808989,2758.94382022,7731.91011236,87.9213483146,2013.0,77.0974720195,-38.0547629247,146.44191118
WALLACE STREET,130541.5,14851.0,9270.5,8396.5,80.0,2013.0,47.8192708492,-38.34138003,143.599307
WALLAN ROAD,103673.5,14025.5,7757.5,11159.5,100.0,2012.0,86.0255209405,-37.41220412,145.0206687
WALLAN-WANDONG ROAD,113934.5,14722.5,965.0,10056.0,90.0,2012.0,90.8044010796,-37.383025755,145.02498295
WALLING,114237.5,14265.5,8160.5,15250.5,65.0,2013.0,79.5333335401,-38.235245525,144.50557605
WANGARATTA-WHITFIELD ROAD,96967.0594406,13369.1258741,6715.8951049,9977.6993007,81.5384615385,2012.67132867,85.593984922,-36.4532557078,146.354357292
WANGARATTA-YARRAWONGA ROAD,52863.5,10975.0,2656.5,9787.0,100.0,2013.0,99.7244782424,-36.29070569,146.261191
WANTIRNA ROAD,180759.5,18612.0,1.5,9872.0,60.0,2011.0,62.146979153,-37.82567357,145.22728785
WARATAH ROAD,13169.5,10077.0,962.523809524,7911.19047619,100.0,2013.0,91.6005951102,-38.81059994,146.0969161
WARBUR,158505.5,16802.25,4366.5,5462.0,80.0,2011.5,79.9869139194,-37.7749139175,145.48179095
WARNCOORT-BIRREGURRA ROAD,31749.5,10487.0,1682.5,8394.5,100.0,2012.0,96.0140620877,-38.31435016,143.72869
WARRACKNABEAL-BIRCHIP ROAD,71433.5,12418.0,5962.52272727,9082.79545455,100.0,2013.0,101.055680707,-36.23519042,142.4450009
